pid,cap,desc,oos_net,oos_m,oos_med,oos_d3,oos_dd,oos_min,oos_lv,oos_lot,full_m,full_d3,full_dd,full_lv
T042,0.7,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.1,1125081.1252600886,2.127138001186979,1.5120190611688238,0.816642268584844,30.461884640691466,500000.0,132.57650347163818,0.6900000000000001,2.9763456975191893,1.9318279558379947,40.300220873087966,132.57650347163818
T039,0.7,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,1116629.7737319092,2.1176294186461275,1.2384289735055236,0.1767552258691074,38.556263916491226,500000.0,130.63693120682385,1.31,3.514206823468813,2.1301187127987564,46.956820732357336,129.09457546778904
T043,0.7,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.15,1116422.0627605375,2.117395109649456,1.5066065433433269,0.8019438749078622,29.525969225347616,500000.0,133.0513496367329,0.6900000000000001,3.030138895700185,1.9787329756997263,39.67974864888224,133.0513496367329
T034,0.75,マスク=7 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,1115229.8990318426,2.1160497135098266,1.0630144917622517,0.7577280701837941,30.5849474126207,500000.0,123.3446731364761,0.7000000000000001,3.035897806291521,2.000215350332346,39.51320608476423,123.3446731364761
T041,0.6,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.2,1112183.4623744255,2.1126072737966295,1.9448887009521547,0.810300757656468,29.033342928513083,500000.0,156.33996837862378,0.68,2.9861234363405265,1.917714254088132,39.94440411165474,156.33996837862378
T039,0.6,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,1088563.215684706,2.085697805727804,1.240040623971869,0.22305954995867072,35.831860720303325,500000.0,153.51365763865968,1.23,3.3929253712126295,2.089288420106472,38.57376915640306,152.34602968391744
T034,0.7,マスク=7 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,1084548.6790536102,2.081085189438414,1.0630144917622517,0.7474892159663016,30.5849474126207,500000.0,132.9225708776865,0.6900000000000001,2.9999419894354062,1.965025552544608,39.61112583616092,132.9225708776865
T045,0.6,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.5,1084320.668223643,2.0808228655558647,1.5704081788740534,0.6219109657855659,32.710544243427684,496026.0,156.2786959483821,0.79,3.09685564745803,1.897644597197079,40.753129667228,156.2786959483821
T045,0.5,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.5,1060446.0485770316,2.05314812072801,1.4864452191308577,0.5162440123147372,31.261397097584258,496026.0,188.29333510394878,0.78,3.1128166839099913,1.9307589123111146,37.24681401833628,188.2265111901125
T037,0.9,マスク=23 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,1057943.861129932,2.0502236204304802,1.159,0.7957955668721928,32.75329083277146,499676.0,104.72530711600984,1.31,3.0027535631496516,1.9255568591560523,33.65457865870244,99.976276839062
T039,0.5,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,1051202.8131370104,2.0423218209574934,1.3631369549650274,0.2430491040886773,37.61746338262981,500000.0,184.93023237477087,1.1,3.2893325110860294,2.054837145643895,37.61746338262981,184.93023237477087
T037,0.85,マスク=23 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,1049929.786745696,2.040825805048252,1.159,0.7985083930222681,32.67497281258811,500000.0,111.73412049646782,1.22,3.0021488296307464,1.9223338075461616,33.633310315266904,106.41171971857347
T037,0.8,マスク=23 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,1047037.1191871674,2.0374219522035997,1.159,0.8113549863082881,32.48080663835069,500000.0,113.98404691616673,1.1400000000000001,3.013175079136876,1.9335605913164633,33.461063365082204,113.76994023998537
T043,0.6,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.15,1036395.0423444663,2.0248452031102593,1.4875938914417555,0.7390861869992271,29.128172402477006,500000.0,156.52458943289182,0.65,2.9113052358145097,1.8607388991618956,40.35959935525312,155.757023733094
T044,0.6,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.35,1031774.7650388898,2.0193583262512416,1.899,0.6739312440182887,30.548042281510433,499483.0,156.06202672086724,0.67,3.0241604773739494,1.8948596570804055,39.75679752471974,156.06202672086724
T042,0.6,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.1,1031615.734996846,2.0191691785939714,1.4997827995391777,0.7420596703892057,30.217244285605155,500000.0,156.25316946311332,0.65,2.847691604880387,1.8037486115737744,40.94194888318018,156.25316946311332
T037,0.75,マスク=23 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,1017672.3010577706,2.002509653785567,1.159,0.7891689405874924,32.28893443982302,500000.0,120.19892107699116,1.05,3.001239221064389,1.9178824287402918,33.29412373471528,120.19892107699116
T034,0.6,マスク=7 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,1009917.476344008,1.9931790689262652,1.0579829455776313,0.6901225815332035,30.442225272107027,500000.0,155.97108751731886,0.64,2.874331522127327,1.8326961458859259,40.291848784464364,155.97108751731886
T037,0.7,マスク=23 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=1,990740.2986394356,1.9699014972549778,1.159,0.7610419024254966,32.13510919094782,500000.0,130.05872012828635,0.96,2.979460611682083,1.8907691467894283,32.74652386522831,130.05872012828635
T044,0.5,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.35,944411.6286018379,1.9124307463203039,1.650848148185006,0.50358784368989,30.616158597555383,499483.0,190.782279603827,0.61,2.9534518844370306,1.8236584044897919,36.54473471453324,189.52709184369215
