id,family,template,symbol,period,params,priority,lot,note,is_net,is_pf,is_n,oos_net,oos_pf,oos_n,verdict
M326,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,,,,,,,FAIL
M327,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,,,,,,,FAIL
M328,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,,,,,,,FAIL
M329,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,,,,,,,FAIL
M330,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,,,,,,,FAIL
M331,SCA応答曲面_バッファxSL方式,SCA_EA,GOLD,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,,,,,,,FAIL
M332,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,14862.0,1.0952,584,-937.0,0.9903,560,reject
M333,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,15061.0,1.0991,584,-6467.0,0.9348,560,reject
M334,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,17015.0,1.1419,453,-5231.0,0.9273,407,reject
M335,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,11937.0,1.1024,453,-5602.0,0.9219,407,reject
M336,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,18620.0,1.217,328,194.0,1.0042,286,PASS
M337,SCA応答曲面_バッファxSL方式,SCA_EA,USDJPY,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,13621.0,1.1644,328,-4030.0,0.9175,286,reject
M338,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,27583.0,1.1128,684,11557.0,1.0544,658,PASS
M339,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.0, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,26019.0,1.1093,684,1577.0,1.0071,658,PASS
M340,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,14114.0,1.0707,557,-11762.0,0.9348,521,reject
M341,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.05, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,22234.0,1.1182,557,-14707.0,0.9184,521,reject
M342,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 0}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,6197.0,1.0382,432,-16999.0,0.8797,397,reject
M343,SCA応答曲面_バッファxSL方式,SCA_EA,GBPJPY,M15,"{'Break_Buffer_ATRd': 0.1, 'SL_Mode': 1}",B,0.01,ブレイクバッファ×SL方式(レンジ反対端/ATR)の格子,11388.0,1.0759,432,-17690.0,0.8731,397,reject
M356,PB_単一条件解除,PullbackTrend,USDJPY,H4,{'RequireBullishCandle': False},B,0.01,条件を1つだけ外した感度確認(RequireBullishCandle),11908.0,1.274,77,-203.0,0.9822,27,reject
M357,PB_単一条件解除,PullbackTrend,USDJPY,H4,{'UseMomentumConfirm': False},B,0.01,条件を1つだけ外した感度確認(UseMomentumConfirm),11179.0,1.2274,89,-289.0,0.9808,34,reject
M358,PB_単一条件解除,PullbackTrend,USDJPY,H4,{'UsePullbackQuality': False},B,0.01,条件を1つだけ外した感度確認(UsePullbackQuality),10671.0,1.2447,77,2830.0,1.2482,29,PASS
M371,PB_単一条件解除,PullbackTrend,GBPJPY,H4,{'RequireBullishCandle': False},B,0.01,条件を1つだけ外した感度確認(RequireBullishCandle),489.0,1.0194,37,8384.0,1.2837,46,PASS
M372,PB_単一条件解除,PullbackTrend,GBPJPY,H4,{'UseMomentumConfirm': False},B,0.01,条件を1つだけ外した感度確認(UseMomentumConfirm),-3010.0,0.8953,39,8571.0,1.2472,54,reject
M373,PB_単一条件解除,PullbackTrend,GBPJPY,H4,{'UsePullbackQuality': False},B,0.01,条件を1つだけ外した感度確認(UsePullbackQuality),489.0,1.018,40,7587.0,1.2512,47,PASS
M386,PB_単一条件解除,PullbackTrend,GOLD,H4,{'RequireBullishCandle': False},B,0.01,条件を1つだけ外した感度確認(RequireBullishCandle),,,,,,,FAIL
M387,PB_単一条件解除,PullbackTrend,GOLD,H4,{'UseMomentumConfirm': False},B,0.01,条件を1つだけ外した感度確認(UseMomentumConfirm),,,,,,,FAIL
M388,PB_単一条件解除,PullbackTrend,GOLD,H4,{'UsePullbackQuality': False},B,0.01,条件を1つだけ外した感度確認(UsePullbackQuality),,,,,,,FAIL
M389,RSI応答曲面_傾き参照期間,RSI_Reversal,EURUSD,H1,{'Range_Slope_Lookback': 10},B,0.01,レンジ判定の傾き参照期間の格子,10974.0,1.089,380,-7292.0,0.9282,376,reject
M390,RSI応答曲面_傾き参照期間,RSI_Reversal,EURUSD,H1,{'Range_Slope_Lookback': 30},B,0.01,レンジ判定の傾き参照期間の格子,-8622.0,0.8972,214,-18459.0,0.756,238,reject
M391,RSI応答曲面_傾き参照期間,RSI_Reversal,EURUSD,H1,{'Range_Slope_Lookback': 40},B,0.01,レンジ判定の傾き参照期間の格子,-17435.0,0.7666,178,-15089.0,0.7763,207,reject
M392,RSI_ダブルパターン単独,RSI_Reversal,EURUSD,H1,{'UseDoublePattern': True},B,0.01,ダブルパターンのみ追加（既定値のまま）,265.0,1.0025,303,-2657.0,0.9716,322,reject
M393,RSI応答曲面_傾き参照期間,RSI_Reversal,USDJPY,H4,{'Range_Slope_Lookback': 10},B,0.01,レンジ判定の傾き参照期間の格子,-3342.0,0.8677,78,-9884.0,0.7249,111,reject
M394,RSI応答曲面_傾き参照期間,RSI_Reversal,USDJPY,H4,{'Range_Slope_Lookback': 30},B,0.01,レンジ判定の傾き参照期間の格子,-3169.0,0.7981,48,67.0,1.0034,64,reject
M395,RSI応答曲面_傾き参照期間,RSI_Reversal,USDJPY,H4,{'Range_Slope_Lookback': 40},B,0.01,レンジ判定の傾き参照期間の格子,3766.0,1.3186,42,6085.0,1.4738,47,PASS
M396,RSI_ダブルパターン単独,RSI_Reversal,USDJPY,H4,{'UseDoublePattern': True},B,0.01,ダブルパターンのみ追加（既定値のまま）,3333.0,1.104,104,5208.0,1.1811,97,PASS
M397,RSI応答曲面_傾き参照期間,RSI_Reversal,GBPUSD,H4,{'Range_Slope_Lookback': 10},B,0.01,レンジ判定の傾き参照期間の格子,-2915.0,0.9172,80,8487.0,1.3314,84,reject
M398,RSI応答曲面_傾き参照期間,RSI_Reversal,GBPUSD,H4,{'Range_Slope_Lookback': 30},B,0.01,レンジ判定の傾き参照期間の格子,-8731.0,0.603,45,-5732.0,0.6139,39,reject
M399,RSI応答曲面_傾き参照期間,RSI_Reversal,GBPUSD,H4,{'Range_Slope_Lookback': 40},B,0.01,レンジ判定の傾き参照期間の格子,2867.0,1.1901,36,-3892.0,0.7249,38,reject
M400,RSI_ダブルパターン単独,RSI_Reversal,GBPUSD,H4,{'UseDoublePattern': True},B,0.01,ダブルパターンのみ追加（既定値のまま）,-5994.0,0.8361,80,3083.0,1.1033,93,reject
M401,SCA_D1トレンドフィルター,SCA_EA,GOLD,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 100}",B,0.01,D1トレンド方向フィルターを追加した変種,,,,,,,FAIL
M402,SCA_D1トレンドフィルター,SCA_EA,GOLD,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 200}",B,0.01,D1トレンド方向フィルターを追加した変種,,,,,,,FAIL
M403,SCA_複数回エントリー許可,SCA_EA,GOLD,M15,{'OneShotPerDir': False},B,0.01,1日1方向1回の制約を外した変種,,,,,,,FAIL
M404,SCA_逆指値事前設置,SCA_EA,GOLD,M15,{'UseStopOrders': True},B,0.01,レンジ確定時に両端へ逆指値を事前設置する変種,,,,,,,FAIL
M405,SCA_D1トレンドフィルター,SCA_EA,USDJPY,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 100}",B,0.01,D1トレンド方向フィルターを追加した変種,7524.0,1.0991,310,-7098.0,0.8775,313,reject
M406,SCA_D1トレンドフィルター,SCA_EA,USDJPY,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 200}",B,0.01,D1トレンド方向フィルターを追加した変種,8243.0,1.1161,314,-7808.0,0.8579,290,reject
M407,SCA_複数回エントリー許可,SCA_EA,USDJPY,M15,{'OneShotPerDir': False},B,0.01,1日1方向1回の制約を外した変種,14735.0,1.0943,586,-937.0,0.9903,560,reject
M408,SCA_逆指値事前設置,SCA_EA,USDJPY,M15,{'UseStopOrders': True},B,0.01,レンジ確定時に両端へ逆指値を事前設置する変種,19237.0,1.1225,733,5466.0,1.0537,752,PASS
M409,SCA_D1トレンドフィルター,SCA_EA,GBPJPY,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 100}",B,0.01,D1トレンド方向フィルターを追加した変種,20336.0,1.1849,348,-14988.0,0.8687,350,reject
M410,SCA_D1トレンドフィルター,SCA_EA,GBPJPY,M15,"{'UseD1TrendFilter': True, 'D1Trend_MA': 200}",B,0.01,D1トレンド方向フィルターを追加した変種,16375.0,1.1466,354,-25158.0,0.7799,336,reject
M411,SCA_複数回エントリー許可,SCA_EA,GBPJPY,M15,{'OneShotPerDir': False},B,0.01,1日1方向1回の制約を外した変種,28128.0,1.1146,686,10934.0,1.0509,662,PASS
M412,SCA_逆指値事前設置,SCA_EA,GBPJPY,M15,{'UseStopOrders': True},B,0.01,レンジ確定時に両端へ逆指値を事前設置する変種,12016.0,1.0477,865,1929.0,1.0089,835,PASS
M413,Carry応答曲面_ATR期間,Carry,AUDJPY,D1,{'ATR_Period': 10},B,0.01,ヒステリシス帯計算に使うATR期間の格子,24595.0,3.793,7,8557.0,2.4158,7,PASS
M414,Carry応答曲面_ATR期間,Carry,AUDJPY,D1,{'ATR_Period': 20},B,0.01,ヒステリシス帯計算に使うATR期間の格子,24188.0,3.6254,7,8923.0,2.5715,7,PASS
M415,Carry応答曲面_ATR期間,Carry,AUDJPY,D1,{'ATR_Period': 28},B,0.01,ヒステリシス帯計算に使うATR期間の格子,23960.0,3.5379,7,7096.0,1.9455,8,PASS
M416,VBO_単方向のみ,VolBreakout,USDJPY,H4,"{'AllowLong': True, 'AllowShort': False}",B,0.01,ロング/ショートいずれか一方のみ許可（long限定）,32841.0,1.8729,107,3252.0,1.1304,87,PASS
M417,VBO_単方向のみ,VolBreakout,USDJPY,H4,"{'AllowLong': False, 'AllowShort': True}",B,0.01,ロング/ショートいずれか一方のみ許可（short限定）,-8336.0,0.6969,53,-11151.0,0.5262,68,reject
